"","X","business_id","name","categories","city","state","stars","review_count","BusinessParking_street","BusinessParking_validated","BusinessParking_lot","BusinessParking_valet","BikeParking","Caters","WheelchairAccessible","OutdoorSeating","GoodForMeal_latenight","GoodForMeal_lunch","GoodForMeal_dinner","GoodForMeal_breakfast","GoodForMeal_brunch","CoatCheck","DogsAllowed","NumberOfCheckins","BusinessType"
"18286",21251,"uubobH4WmaeHFGsF7p7r6w","""Sonic Drive-In""","Restaurants;Fast Food;American (Traditional)","Gilbert","AZ",2.5,17,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,92,"Bad"
"18287",21253,"UuEfwtPMT9W9tgDmI4o7tQ","""Kabob Express""","Food;Pakistani;Indian;Restaurants;Desserts","Laveen Village","AZ",4.5,80,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,65,"Good"
"18288",21254,"uUEKndnFbHD8mVkGiirtpA","""Tommy Bahama Restaurant | Bar | Store - Las Vegas""","American (New);Restaurants;Hawaiian;Seafood","Las Vegas","NV",4,401,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,1690,"Good"
"18289",21255,"UuezOzEBemKWDOrZFjM1BA","""Ten Pin Alley""","Recreation Centers;Venues & Event Spaces;Party & Event Planning;Nightlife;Restaurants;Bars;Event Planning & Services;Bowling;Active Life;Pool Halls","Madison","WI",3.5,23,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,150,"Good"
"18290",21256,"uufFYaIiNeISTgzSsEcYwg","""The Lodge Hualapai""","Nightlife;Restaurants;Pubs;Bars;American (Traditional)","Las Vegas","NV",3,38,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,230,"Good"
"18291",21257,"uuGL8diLlHfeUeFuod3F-w","""Tom's Urban""","Nightlife;Gastropubs;Restaurants;Bars;American (New);Sports Bars","Las Vegas","NV",3.5,1229,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,2834,"Good"
"18292",21258,"UUGoM4q4i8rK2CBRS0xDAw","""Jean Philippe Patisserie""","Coffee & Tea;Cafes;Desserts;Food;Restaurants","Las Vegas","NV",4,1184,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,3863,"Good"
"18293",21259,"UUIE7uINWwn2eUzDV9p04w","""Topkapi""","Fast Food;Restaurants;Middle Eastern","Edinburgh","EDH",4,11,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,5,"Good"
"18294",21261,"uuKi9e3_TuP-em0sgLIGtw","""Mediterran""","Italian;Restaurants","Ludwigsburg","BW",4.5,3,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,"Good"
"18295",21262,"uUKkVTCN5_qzNo1YVXMnZA","""Local Jonny's""","American (New);Nightlife;Food;Cafes;Breakfast & Brunch;Restaurants;Vegetarian;Coffee & Tea;Beer Bar;Bars;Pubs","Cave Creek","AZ",4.5,165,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,297,"Good"
"18296",21263,"uUlq6chIVb0I8AehlET5bQ","""Jack in the Box""","Restaurants;Fast Food","Las Vegas","NV",2.5,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,192,"Bad"
"18297",21264,"UUo3yws6zY3OAEVZbirn4g","""Peppi's""","Restaurants;Burgers","Pittsburgh","PA",4,67,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,252,"Good"
"18298",21265,"uuQDpnCYn1Nf2pXZTtMLHg","""New China King""","Chinese;Restaurants","Lakewood","OH",4,49,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,22,"Good"
"18299",21266,"uuSa8yIN1XPFL_0_3sh4lg","""Besitos""","Restaurants;Tapas Bars;Tapas/Small Plates","Stuttgart","BW",3,88,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,36,"Good"
"18300",21267,"UUsS7SrTQQ2AvvpslfrvFA","""Legends""","Nightlife;Bars;Restaurants;Sandwiches","Champaign","IL",3.5,75,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,211,"Good"
"18301",21268,"UUtWoDyREiy9MPdtTRFUYQ","""George & Son's Asian Cuisine""","Chinese;Buffets;Restaurants;Asian Fusion;Thai","Phoenix","AZ",4,333,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,688,"Good"
"18302",21269,"Uux8P1ruzjPTQgOeYx68rg","""Nook Café""","Food;Restaurants;Cafes;Coffee & Tea;Breakfast & Brunch","Las Vegas","NV",3.5,88,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,178,"Good"
"18303",21270,"Uuxwgc8kA88Cvt8LthoRdQ","""Mi Peru South American Grill""","American (Traditional);Peruvian;Spanish;Latin American;Restaurants","Henderson","NV",4,203,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,518,"Good"
"18304",21271,"UuxYj2mmUjySJ8X0zeW2Pg","""Pita Kabob Grill""","Food;Restaurants;Sandwiches;Mediterranean;Desserts;Greek","Glendale","AZ",4.5,98,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,72,"Good"
"18305",21272,"UV0lOc41rkamlhpgShL3Gg","""Zoup!""","Salad;Soup;Sandwiches;Restaurants","Rocky River","OH",4.5,5,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,7,"Good"
"18306",21273,"uV2HVSRXJMqGsF9Br2VnvQ","""Constellation Coffee""","Restaurants;Cafes;Food;Coffee & Tea;Event Planning & Services;Venues & Event Spaces","Pittsburgh","PA",4.5,82,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,152,"Good"
"18307",21274,"UV2Jt8slktGu14gLZeNCjA","""Mint Indian Bistro""","Restaurants;Indian;Vegan;Halal","Las Vegas","NV",4,944,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,2526,"Good"
"18308",21275,"uv2yDGrKCp-SS6JExdRAoA","""Mullarkey's Irish Pub""","Irish Pub;Restaurants;Bars;Nightlife","Willoughby","OH",3,9,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,38,"Good"
"18309",21276,"Uv7dO93lwpq0MqGsu6-_XQ","""Banana Peppers""","Pizza;Caterers;Restaurants;Event Planning & Services","Jefferson Hills","PA",3.5,4,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,2,"Good"
"18310",21278,"UvasBBRFHG90s1UNuPlLPw","""Mercer's Restaurant""","American (New);Restaurants","Peoria","AZ",4,56,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,108,"Good"
"18311",21280,"UvcH52d-FQ3waD5Z0LmFCQ","""Ramen Ya Katana""","Ramen;Sushi Bars;Restaurants;Japanese;Noodles","Las Vegas","NV",3.5,230,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,558,"Good"
"18312",21281,"Uvef4Sr4uz21HqVj8U2rKA","""PastaTivo""","Restaurants;Vegan;Specialty Food;Salad;Italian;Food;Gluten-Free;Desserts;Pasta Shops;Caterers;Event Planning & Services;Food Trucks","Beachwood","OH",3,19,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,18,"Good"
"18313",21282,"UVjCWIculD3U4j6gkHHJ6Q","""Pasquale's Restaurant & Pub""","Bars;American (New);Italian;Restaurants;American (Traditional);Pizza;Nightlife;Sports Bars;Sandwiches;Pubs","Fort Mill","SC",4.5,37,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,91,"Good"
"18314",21283,"UvLZYSU8H6KRpnYwnWAVYQ","""PT's""","Restaurants;American (Traditional);Pubs;Nightlife;Bars;Sports Bars;American (New)","Henderson","NV",3.5,21,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,121,"Good"
"18315",21284,"uVN9kBM7O_blTmgCknU58g","""Brunnenwirt""","Swabian;Restaurants;Curry Sausage;Food Stands;Food","Stuttgart","BW",4,35,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,5,"Good"
"18316",21286,"Uvq6V0G784vJzYFjLddIgg","""TRU Burger Company""","Food;Beer;Wine & Spirits;Restaurants;Burgers;American (New);Sandwiches","Peoria","AZ",4,289,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,939,"Good"
"18317",21287,"UVqelOc_xJwy6lfnOhiCLQ","""Taqueria El Tizon Grill""","Mexican;Restaurants","Las Vegas","NV",3.5,16,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,122,"Good"
"18318",21288,"UVqqsfogFwG_llByAzUQQg","""Portion Control""","Juice Bars & Smoothies;Restaurants;Health Markets;Specialty Food;American (Traditional);Food;Food Delivery Services","Las Vegas","NV",4,70,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,121,"Good"
"18319",21290,"UVs04bUfNR95WZd_k2pncg","""Caribou Coffee & Einstein Bros. Bagels""","Restaurants;Sandwiches;Internet Cafes;Coffee & Tea;Food;Bagels","Tempe","AZ",3.5,8,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,9,"Good"
"18320",21291,"uvVOuCbo4_5z_J5WJVG4QQ","""Joe's Brewery""","Bars;Burgers;American (Traditional);Restaurants;Nightlife","Champaign","IL",3,44,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,114,"Good"
"18321",21292,"UVw-ZOsmJ1cDQO9_AFUzWA","""Don's NY Pizza""","Salad;Sandwiches;Food;Pizza;Food Delivery Services;Restaurants","Phoenix","AZ",4.5,48,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,33,"Good"
"18322",21293,"uVxckFsBlewiDoQgpOafqA","""Over Easy""","Restaurants;Breakfast & Brunch;American (Traditional)","Mesa","AZ",3,156,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,397,"Good"
"18323",21294,"UW-i_Pqv4HX1NVWC4yShHA","""Denny's""","Diners;Breakfast & Brunch;American (Traditional);Restaurants;Fast Food","Phoenix","AZ",3.5,20,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,166,"Good"
"18324",21296,"Uw4uh0aiMB8_RQcR-bH4JQ","""La Maison Palette""","Patisserie/Cake Shop;Bakeries;Food;Restaurants;Coffee & Tea;Cafes","Lakewood","OH",4.5,17,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,18,"Good"
"18325",21298,"uW6UHfONAmm8QttPkbMewQ","""Island Flavor""","Event Planning & Services;Caterers;Hawaiian;Restaurants","Las Vegas","NV",4.5,1142,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1161,"Good"
"18326",21299,"UW9TxzfXLbWJNoxEKEoR9A","""Juan Taco""","Food;Restaurants;Tex-Mex;Food Trucks","Charlotte","NC",3.5,8,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,7,"Good"
"18327",21301,"uwBJlA27pNywYTlPBiSqVw","""Overlook Grill""","Restaurants;Breakfast & Brunch;Seafood;American (Traditional)","Las Vegas","NV",3.5,136,1,0,0,0,1,1,1,1,0,1,0,0,0,0,1,368,"Good"
"18328",21302,"UWDpCNf1-WeYh_iigBhQaw","""Famous Gyro George""","Restaurants;Fast Food;American (Traditional)","Maple Heights","OH",3,11,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,21,"Good"
"18329",21303,"UWdU4RZYNMv0rotWcgGkaQ","""Antlers Tavern""","American (Traditional);Dive Bars;Nightlife;Restaurants;Bars","Monona","WI",3.5,3,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,8,"Good"
"18330",21304,"uwDyxK92ae5kNjeZE8uCgA","""California Pizza Kitchen""","American (Traditional);American (New);Restaurants;Pizza","Tempe","AZ",3.5,153,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,985,"Good"
"18331",21305,"uWECX6-Uq9n8v5ipk9R29A","""Lola's A Louisana Kitchen""","Cajun/Creole;Restaurants","Las Vegas","NV",4,931,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,2357,"Good"
"18332",21306,"uWezUiqjiFN2pCrywy6p_A","""Pizza Hut""","Pizza;Italian;Chicken Wings;Restaurants","Belmont","NC",2,13,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,23,"Bad"
"18333",21307,"UWfY2G34d9Yh_1trBILH1w","""Marco's Pizza""","Restaurants;Pizza","Cuyahoga Fls","OH",3.5,5,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,8,"Good"
"18334",21308,"uWhBa1bH7hN1ZCNdxTa5mw","""Thakker Ni Thali Gujarati Food In Las Vegas""","Food Delivery Services;Food;Restaurants;Indian","Las Vegas","NV",4.5,6,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,3,"Good"
"18335",21309,"uWIrZQx2BxKznWPjxWGRNg","""PT's""","American (New);Pubs;American (Traditional);Nightlife;Restaurants;Bars;Sports Bars","Las Vegas","NV",3,56,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,431,"Good"
"18336",21310,"UwIsqUFQBDMNofkTrAP_pw","""Chennai Fusion Grill""","Buffets;Indian;Restaurants","Chandler","AZ",3.5,99,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,159,"Good"
"18337",21311,"uWJ9AtXLAlD9OgvY4ZQlIg","""Cafe Rio""","Desserts;Restaurants;Food;Tacos;Mexican","Mesa","AZ",2.5,32,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,22,"Bad"
"18338",21312,"UwkhhEGeLtoQOT4A8WzAfg","""The Garden Grille & Bar""","Restaurants;American (Traditional)","Charlotte","NC",3.5,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,28,"Good"
"18339",21313,"uWoctOrWMrL3w7jc8fFhgg","""Jason's Deli""","Restaurants;Delis;Sandwiches;Salad","Huntersville","NC",3.5,32,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,165,"Good"
"18340",21314,"uwpPniaFEVkK5T_PWdQZ0A","""Le Peep""","American (Traditional);Food;Coffee & Tea;Restaurants;Breakfast & Brunch","Charlotte","NC",3.5,125,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,386,"Good"
"18341",21315,"uWrrQ8Rk2uM2WqPMi7EDag","""Del Taco""","Restaurants;Mexican","Las Vegas","NV",2.5,51,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,322,"Bad"
"18342",21317,"uWTTj8q4FVRkXgGHOnfVSg","""Shane's Rib Shack""","Event Planning & Services;Caterers;Barbeque;Restaurants","Phoenix","AZ",3.5,108,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,332,"Good"
"18343",21318,"uWuaiOphdMd_9cKJpVgzhA","""RollHouse Solon""","Nightlife;Bowling;Pubs;Active Life;Restaurants;Bars;American (Traditional)","Solon","OH",3.5,26,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,120,"Good"
"18344",21319,"UwXOqtr0LCoWsGXP96fOuQ","""Fiesta Filipina Cuisine""","Fast Food;Filipino;Restaurants;Specialty Food;Ethnic Food;Food","Henderson","NV",3.5,151,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,996,"Good"
"18345",21320,"uWYzS46xqA_YA1D1INgbEQ","""T & J Asian Cuisine""","Restaurants;Asian Fusion","Peoria","AZ",4,116,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,170,"Good"
"18346",21321,"UwZUPI7VAQAZZ0Gv0LV8nw","""Café Allegro""","Food;Restaurants;Pizza;American (New);Desserts","Phoenix","AZ",3.5,29,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,94,"Good"
"18347",21322,"uX0qfWBvCbXHFIAsMYjmXg","""Little Caesar's Pizza""","Pizza;Restaurants","Las Vegas","NV",2,13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,29,"Bad"
"18348",21324,"uX2hjcnQIszqyNKqPP9e1g","""Cuzzo's Cuisine""","Comfort Food;Chicken Shop;Restaurants;Seafood;Chicken Wings;Southern","Charlotte","NC",4.5,46,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,60,"Good"
"18349",21325,"UxabpWEP0L3PT6syGLSgqw","""Restaurant Madagascar""","Bars;African;Cocktail Bars;Restaurants;Nightlife","Stuttgart","BW",4,31,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,12,"Good"
"18350",21327,"UXDoc76N59G6p3RUH5S--w","""Chase's Diner""","Breakfast & Brunch;Restaurants;Diners","Chandler","AZ",4,220,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,779,"Good"
"18351",21328,"UXFLCGw1yOCajlMONYQM1w","""Ports O' Call Buffet""","Restaurants;Buffets;Chinese","Las Vegas","NV",3,172,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,364,"Good"
"18352",21329,"UxFS36x0tLiDELJgdzh1sA","""Subway""","Restaurants;Sandwiches;Fast Food","Verona","WI",3.5,3,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,46,"Good"
"18353",21330,"uXft-y53ujmlAt0SH-5KYg","""Lindos Restaurant""","Burgers;Greek;Restaurants;Sandwiches;Diners;Coffee & Tea;Breakfast & Brunch;Food","Pittsburgh","PA",3.5,42,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,62,"Good"
"18354",21331,"Uxh0fXFH_QQBivRnIBpdiw","""Don Tequila""","Restaurants;Mexican;American (Traditional)","Amherst","OH",3.5,30,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,101,"Good"
"18355",21332,"UxhEJdt0iacusZP1gmNZAg","""Belleville Ale House""","Bars;Pubs;Restaurants;American (New);Nightlife","Belleville","WI",3.5,9,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,6,"Good"
"18356",21334,"UXkD2CbW8BnTpYyUTsrCTQ","""Del Taco""","Mexican;Restaurants","Las Vegas","NV",3,45,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,410,"Good"
"18357",21335,"uxKGdN6hKQniEKV7J6_DsQ","""PT Noodles""","Juice Bars & Smoothies;Noodles;Restaurants;Food;Vietnamese","Goodyear","AZ",4,219,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,539,"Good"
"18358",21336,"UXL5eg0e6W1AZzmX6NAXdg","""Brickhouse Tavern""","Restaurants;American (Traditional)","Davidson","NC",3.5,158,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,528,"Good"
"18359",21337,"UXlEtuFrMu4YZKH9M2DRIw","""Rubio's""","Restaurants;Caterers;Mexican;Event Planning & Services;Salad;Seafood","Mesa","AZ",4,25,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,175,"Good"
"18360",21338,"uxm2CPgLbs98s9OGPu5gXg","""Five Guys""","Burgers;Fast Food;American (New);Restaurants","Middleburg Heights","OH",4,18,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,46,"Good"
"18361",21339,"Uxm9N6jwmJybOv1NcBbnRw","""Sekushi Japanese Restaurant""","Sushi Bars;Restaurants;Tapas/Small Plates;Japanese","Las Vegas","NV",4,360,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,889,"Good"
"18362",21340,"uxmL96QngoslrtMXaQ80nA","""Royal Jasmine Thai Restaurant""","Restaurants;Thai","Goodyear","AZ",4,233,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,785,"Good"
"18363",21341,"uXoaycCmhc3Cg4Iei8kHYA","""Chili's Grill & Bar""","Bars;Nightlife;Tex-Mex;Restaurants","Phoenix","AZ",3,93,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,555,"Good"
"18364",21342,"UxQ4CB7R3t3T4b-XhJvKXA","""Coffee Cup Family Restaurant""","Restaurants;Sandwiches;American (Traditional);Breakfast & Brunch","Bedford","OH",3.5,17,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,26,"Good"
"18365",21343,"UXqm21CiFIojOZdALb-AaA","""Boston Market""","Caterers;Restaurants;American (Traditional);Comfort Food;Event Planning & Services","Phoenix","AZ",3.5,32,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,103,"Good"
"18366",21344,"uxRBduJIbkY5FFfJCVVdVQ","""Cool Beans Taco Truck""","Restaurants;Local Flavor;Vegetarian;Sandwiches;Mexican;Tacos;Food Trucks;Food;Vegan","Northside","PA",3.5,9,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,16,"Good"
"18367",21345,"uxSL4FHWiO-fr2iae_d3Bw","""P.F. Chang's""","Asian Fusion;Chinese;Restaurants;Gluten-Free","Goodyear","AZ",3,118,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,409,"Good"
"18368",21346,"UXXAzmuz2olKSpte9eF4Vw","""Moncho's Bar & Grill""","Latin American;Restaurants;Seafood;Colombian;Tapas Bars","Cleveland","OH",4,39,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,47,"Good"
"18369",21347,"UxXWkSy6Kzgbhy5hU9gXrA","""Falbo Bros. Pizzeria""","Restaurants;Pizza","Sun Prairie","WI",3.5,13,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,8,"Good"
"18370",21348,"Uxyc9jyxZ_h2awnz5bAVMA","""Jersey Mike's Subs""","Sandwiches;Food;Delis;Fast Food;Restaurants","Phoenix","AZ",3.5,38,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,94,"Good"
"18371",21349,"uXZ4Of7CV77SmKIjya3y_A","""Varsity Bar & Grill""","Restaurants;Nightlife;Bars;American (Traditional);Burgers","Sun Prairie","WI",4,15,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,29,"Good"
"18372",21350,"uXzYH9ywBhZ0WwfStrCWNQ","""Jersey Mike's Subs""","Sandwiches;Fast Food;Restaurants;Delis","Las Vegas","NV",4.5,27,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,76,"Good"
"18373",21351,"UY13CTgUqriT-fMxT2APLw","""Khai Hoàn Restaurant""","Restaurants;Vietnamese","Tempe","AZ",4,358,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1322,"Good"
"18374",21352,"UY3MJUfAvWTDLM1zVdpa3w","""Jersey Mike's Subs""","Sandwiches;Fast Food;Delis;Restaurants","Gilbert","AZ",4.5,21,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,82,"Good"
"18375",21353,"uY8u-Js0SzoLbL-JKJdMLw","""Café Bar Bliss""","Cafes;Restaurants;Coffee & Tea;Food","Stuttgart","BW",4,3,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,7,"Good"
"18376",21355,"uyaBt65Vk_GhSm7dNSzfkA","""Durango Grill""","Mexican;Restaurants","Phoenix","AZ",4,3,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,18,"Good"
"18377",21356,"uyaOrQSCGPvxqME2_F1V9w","""Port of Subs""","Sandwiches;Delis;Restaurants","North Las Vegas","NV",4,22,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,113,"Good"
"18378",21357,"uYDScUhTHjtnnxmzy4fgPQ","""Jack in the Box""","Restaurants;Fast Food","Mesa","AZ",2.5,26,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,91,"Bad"
"18379",21358,"uyFQv-D-E5JfNIu3_xOVww","""Erie Street Kitchen""","Southern;American (Traditional);Seafood;Gluten-Free;Restaurants;Barbeque;Sandwiches","Kent","OH",4.5,21,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,11,"Good"
"18380",21359,"UYh1N1xQhOh-a7nX92xPzQ","""Brio Tuscan Grille""","Nightlife;Tuscan;Bars;Italian;Gluten-Free;Restaurants;Pizza;Cocktail Bars","Las Vegas","NV",4,1048,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,5216,"Good"
"18381",21360,"UYJLWDj_jytplZEkjPe6sg","""Olive Garden Italian Restaurant""","Bars;Italian;Salad;Wine Bars;Nightlife;Restaurants","Chandler","AZ",3.5,106,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,587,"Good"
"18382",21361,"uYl_QBtb7bXhu9sgb4kCrg","""ABC the Tavern""","American (Traditional);Bars;Caterers;Food;Event Planning & Services;Nightlife;Beer;Wine & Spirits;Restaurants","Cleveland","OH",3.5,61,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,362,"Good"
"18383",21362,"UYl1E89YKycpAKSDqLso_g","""Linda's Hoosier Cafe""","Restaurants;Coffee & Tea;Food;Breakfast & Brunch;American (Traditional);Diners","Mesa","AZ",3,23,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,26,"Good"
"18384",21363,"Uyob2ixanBqK5uiuvbfGNA","""Skinny's Bar and Grill""","Restaurants;Burgers","Euclid","OH",4.5,13,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,42,"Good"
"18385",21364,"uYoSb2rNi77LMQZ-Nn1Epg","""A La Brasa Mexican Grill""","Peruvian;Caterers;Caribbean;Latin American;Event Planning & Services;Restaurants;Steakhouses;Mexican","Madison","WI",4,86,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,105,"Good"
"18386",21365,"uyoZHZzHaZpqMzXovJxDTw","""China a Go Go""","Chinese;Restaurants","Henderson","NV",3.5,72,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,209,"Good"
"18387",21366,"Uyt5epG2rWOhOvgnZJwXoA","""Crown Town Subs""","Restaurants;Sandwiches;Salad;Wraps;Delis","Charlotte","NC",4,19,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,103,"Good"
"18388",21368,"uYtlrzBwtekPt8GKwUBoWw","""Sushi Cafe""","Japanese;Korean;Seafood;Restaurants;Sushi Bars;Cafes","Henderson","NV",4.5,283,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,676,"Good"
"18389",21369,"uytrX0s6etYPCcMVC07KJw","""Jade Star""","Chinese;Seafood;Restaurants;Chicken Wings","Sun City","AZ",3,39,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,19,"Good"
"18390",21370,"UyTYTtyZWym-7u84XMgSOQ","""Tienda Los Gemelos""","Grocery;Restaurants;Food;Mexican","Madison","WI",4.5,121,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,210,"Good"
"18391",21371,"UYUoQEbKcoFXs-0VRxrO1g","""Sardella's Pizza & Wings""","Food Delivery Services;Event Planning & Services;Italian;Caterers;Restaurants;Food;Pizza;Chicken Wings","Peoria","AZ",4,73,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,101,"Good"
"18392",21372,"uYvzeaKGxFRml9bt3C3-EA","""The Voyage of Buck""","Bars;Restaurants;Nightlife;Cocktail Bars","Edinburgh","EDH",4,3,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,6,"Good"
"18393",21373,"Uyw1pJ03kt-I1B_tkA3aFg","""Royal Biryani & Kabob""","Restaurants;Pakistani;Halal;Indian","Charlotte","NC",3.5,34,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,28,"Good"
"18394",21374,"uYYXLcDNQhgUIQcfauaKrw","""Chub's Place""","Restaurants;Breakfast & Brunch;Sandwiches","Wexford","PA",3,13,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,16,"Good"
"18395",21375,"uYzaARioENSfB9Y9Gk2PDA","""Carl's Tavern""","Restaurants;American (Traditional);Bars;Nightlife","Pittsburgh","PA",4,39,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,97,"Good"
"18396",21376,"uz_pOxt-IForHNBcwUscJw","""The Den LV""","American (New);Sports Bars;Nightlife;Bars;Restaurants","Las Vegas","NV",4,25,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,36,"Good"
"18397",21377,"uZ0C261kg1YgvTMTEmIL0Q","""El Norteño""","Mexican;Restaurants","Phoenix","AZ",4,166,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,403,"Good"
"18398",21378,"Uz1ZV1J-zF7VqH8QKUUNOw","""Rosati's Pizza""","Salad;Restaurants;Sandwiches;Pizza","Mesa","AZ",3.5,48,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,25,"Good"
"18399",21379,"UZ34XAw1GJ3chCOuKL69Mg","""Garcia's""","Mexican;Restaurants","Tempe","AZ",3,83,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,240,"Good"
